station_id,sample_id,longitude,latitude,type,rock_type,rock_name,rock_group,rock_age,rock_gcode,rock_desc,legend,date_sampled,geologist,quality,magnetics,S_ppm,K_ppm,Ca_ppm,Ti_ppm,V_ppm,Cr_ppm,Mn_ppm,Fe_ppm,Ni_ppm,Cu_ppm,Zn_ppm,As_ppm,Se_ppm,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Mo_ppm,Cd_ppm,Sn_ppm,Sb_ppm,Ba_ppm,Ce_ppm,W_ppm,Pb_ppm,Th_ppm,U_ppm
15GB0001,15GB0001,-63.3442328033,45.604395921,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,carbonate filled amygdules,20.7,300,10695.6666667,90351,21408,224.666666667,41.6666666667,1953.66666667,113407.666667,22.6666666667,34,99.6666666667,19.1333333333,0.9,30.4666666667,315.333333333,61.3333333333,222.333333333,25.5666666667,1.4,2.45,11.5,4.5,342.333333333,29.5,4,1.8,2.5,4.5
15GB0005,15GB0005,-63.359038436,45.5923433377,outcrop,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,Qtz + K-spar phyric (moderate) rhyolite,"137, C-Bdb, Qtz + K-spar phyric (moderate) rhyolite",NA,TMH,sulfidized,0.1,2455,32713.3333333,776,1094.33333333,93,37,220.333333333,8822.66666667,10.8333333333,5.33333333333,85.6666666667,13.1666666667,0.9,169.133333333,74.8666666667,98.3333333333,259.333333333,51.7666666667,1.4,2.45,112.333333333,4.5,1069.66666667,119,4,16.5666666667,24,4.5
15GB0007,15GB0007,-63.3607841643,45.5905346631,outcrop,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,Qtz + K-spar phyric (moderate) rhyolite,"137, C-Bdb, Qtz + K-spar phyric (moderate) rhyolite",NA,TMH,sulfidized,0.11,709.666666667,36130.3333333,57.5,822,18,24.6666666667,436.666666667,36354.6666667,11.1666666667,29.3333333333,68.3333333333,46.6666666667,0.9,223.333333333,18.1666666667,192.333333333,1232,87,1.4,2.45,15,4.5,42.3333333333,85.3333333333,7,41.6666666667,33,4.5
15GB0009,15GB0009,-63.3596375138,45.5880641088,outcrop,volcanic,tuff,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic crystal tuff,"145, C-Bdb, felsic crystal tuff",NA,TMH,sulfidized,0.195,300,49466,595.666666667,632.333333333,40,42.3333333333,195.333333333,8523.33333333,14,12.6666666667,54.3333333333,11.2666666667,0.9,263,37.5333333333,145.666666667,857,83.3666666667,1.4,2.45,4.5,4.5,70,152,7.66666666667,19.8333333333,34.6666666667,4.5
15GB0010,15GB0010,-63.3615128269,45.5865367135,outcrop,volcanic,tuff,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic crystal welded tuff,"146, C-Bdb, felsic crystal welded tuff",NA,TMH,sulfidized,0.138,2448.33333333,44648.3333333,2522.66666667,1211.33333333,73.6666666667,69.6666666667,629.666666667,19493.6666667,15.6666666667,8.66666666667,212.666666667,23.9666666667,0.9,216.333333333,89.3333333333,208.666666667,1105,93,10.4666666667,2.45,4.5,4.5,167.333333333,268,4,35.2666666667,34,4.5
15GB0011,15GB0011,-63.3575612393,45.5857686203,float,volcanic,tuff,Byers or Diamond Brook Formation,Carboniferous,float location,felsic tuff,"143, C-Bdb, felsic tuff",NA,TMH,brecciated,NA,28931.6666667,38255,238.166666667,1529.66666667,55.6666666667,68.3333333333,1298.33333333,44865.6666667,20,16.3333333333,217.333333333,47,0.9,266,20.5,226.333333333,1312,126,1.4,2.45,18.6666666667,4.5,16,196,7,46,34.6666666667,4.5
15GB0024,15GB0024,-63.1940139131,45.5492064791,outcrop,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,Qtz + K-spar phyric (sparse) brecciated rhyolite,"130, C-Bdb, Qtz + K-spar phyric (sparse) brecciated rhyolite",NA,TMH,veined,0.344,6017.33333333,23977.6666667,24290.3333333,3017.66666667,69.6666666667,32.6666666667,675.666666667,24329,8.33333333333,8.33333333333,69,12.8333333333,0.9,110.133333333,176.666666667,78,352,34,1.4,2.45,8.83333333333,4.5,597.333333333,117,6,25.7666666667,18,4.5
15GB0026,15GB0026,-63.1950467514,45.5538248961,outcrop,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,K-spar +/- Qtz phyric (abundant) rhyolite,"114, C-Bdb, K-spar +/- Qtz phyric (abundant) rhyolite",NA,TMH,veined,2.21,300,49040.3333333,4824.66666667,1308,67,36.3333333333,413.666666667,11230,9.5,9,44,7.5,0.9,213.666666667,74.5,93,345.333333333,49.8,3.6,2.45,6.66666666667,4.5,697.333333333,117.666666667,4,1.8,20.3333333333,4.5
15GB0028,15GB0028,-63.1940180412,45.5614619638,float,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,float location,basalt,"163, C-Bdb, basalt",NA,TMH,veined,22,300,30082.1666667,100709.5,8837.33333333,170.833333333,46.6666666667,864.166666667,55717.8333333,22.4166666667,26,100.15,11.2583333333,0.9,226.533333333,270.666666667,22.8166666667,74.1833333333,8.59166666667,1.4,2.45,5.75,4.5,1959.5,29.5,4,2.41666666667,2.5,4.5
15GB0029,15GB0029,-63.1922962355,45.5635844359,float,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,float location,basalt,"163, C-Bdb, basalt",NA,TMH,veined,NA,300,645.5,117191.166667,8861,96.8333333333,34.3,979.166666667,66202,39,34.1666666667,49.125,13,0.9,1.2,1199.66666667,24.2833333333,95.2666666667,12.0666666667,4.21666666667,2.45,7,4.5,16,29.5,6.16666666667,1.8,13.1666666667,4.5
15GB0031,15GB0031,-63.1872833569,45.5650693119,float,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,float location,basalt,"163, C-Bdb, basalt",NA,TMH,brecciated,NA,300,19453.6666667,41319.6666667,9133.5,117.666666667,76.8333333333,1292.5,82719.3333333,51.6666666667,112.5,88.8333333333,14.6833333333,0.9,109.366666667,325.166666667,22.6333333333,88.7333333333,9.05,1.4,2.45,5.75,4.5,300.833333333,29.5,4,1.8,2.5,4.5
15GB0032,15GB0032,-63.1858936505,45.5651906583,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,veined,21.8,300,8650.66666667,90285.3333333,15565,162.333333333,114,1582,97786.6666667,56.6666666667,23,163.333333333,17.2,0.9,10.9666666667,260,41.8666666667,155.333333333,15.2333333333,1.4,2.45,7.33333333333,4.5,283.666666667,29.5,4,1.8,2.5,4.5
15GB0033,15GB0033,-63.1853628009,45.5656344851,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,altered,36.4,300,13596.6666667,81036.3333333,17452,175.333333333,130,1449.66666667,119754.333333,59,27.6666666667,115,17.9,1.83333333333,45.6,281.666666667,44.3333333333,159.666666667,16.7333333333,1.4,2.45,9.33333333333,4.5,305.666666667,29.5,4,1.8,8.16666666667,4.5
15GB0034,15GB0034,-63.1847029102,45.5651925897,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,carbonate filled amygdules,34.2,300,8024.33333333,63516,15203.6666667,161.333333333,102.666666667,1807.66666667,100677.333333,54,31.3333333333,107.333333333,17.9,0.9,11.8333333333,488.666666667,40.2333333333,141.333333333,15.4,1.4,2.45,9,4.5,266,29.5,4,1.8,9.83333333333,4.5
15GB0035,15GB0035,-63.1850377663,45.5659803331,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,22.7,300,16627.3333333,40250.6666667,15001.3333333,200.333333333,114.666666667,2109.33333333,133512,57.3333333333,41.3333333333,479.333333333,22,0.9,100.666666667,301.333333333,41,160.333333333,13.6666666667,1.4,2.45,7,4.5,1368.66666667,49,4,1.8,7.66666666667,4.5
15GB0036,15GB0036,-63.1851477346,45.5664278824,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,veined,27.5,300,6633,89514.6666667,15036.3333333,156.333333333,115.666666667,1438.66666667,94046.3333333,60.3333333333,65.3333333333,76,16.7666666667,1.53333333333,6.8,311.333333333,40.3333333333,142.666666667,14.4,1.4,2.45,4.5,4.5,234.666666667,29.5,6.66666666667,1.8,5.66666666667,4.5
15GB0038,15GB0038,-63.1841884647,45.5669243143,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,veined,21.6,300,9365.66666667,131531.666667,12959,116.333333333,104,1419.33333333,94536.3333333,51,42.3333333333,159,18.0666666667,0.9,27.1,320.666666667,32.3333333333,133,14.8333333333,1.4,2.45,11.8333333333,4.5,212.333333333,29.5,4,1.8,2.5,4.5
15GB0039,15GB0039,-63.1843589751,45.566116275,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,altered,76.1,300,9653.66666667,92964.3333333,19325.3333333,205,77,1220.66666667,132248.666667,41,39.6666666667,86,20,0.9,12.2666666667,287.333333333,46.3333333333,176.333333333,18,1.4,2.45,8.66666666667,4.5,366.333333333,29.5,4,1.8,2.5,4.5
15GB0041,15GB0041,-63.1896056578,45.5506237994,outcrop,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,Qtz + K-spar phyric (sparse) brecciated rhyolite,"130, C-Bdb, Qtz + K-spar phyric (sparse) brecciated rhyolite",NA,TMH,sulfidized,0.101,12724.3333333,32166.6666667,603,1114,29,27,476,12435,4.5,139.666666667,66.6666666667,1.75,0.9,124.166666667,87.0666666667,73.6666666667,394.666666667,29.9,1.4,2.45,4.5,4.5,175.666666667,43,4,1116,13,4.5
15GB0042,15GB0042,-63.1807050149,45.5537529856,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,veined,33.1,300,3462.33333333,86599.6666667,10119,101.666666667,97.3333333333,1386,89187.6666667,27,82.6666666667,81.3333333333,19.9333333333,0.9,3.8,154.333333333,43.1,141,11.7333333333,1.4,2.45,12.6666666667,4.5,81,29.5,4,4.2,2.5,4.5
15GB0047,15GB0047,-63.1564054402,45.5607522306,outcrop,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,K-spar +/- Qtz phyric rhyolite,"119, C-Bdb, K-spar +/- Qtz phyric rhyolite",NA,TMH,veined,0.35,300,42327.6666667,420,1661.33333333,63.6666666667,33.3333333333,229.666666667,12541,7.66666666667,10.3333333333,34,9.63333333333,0.9,223,37.8333333333,55.6666666667,520,64.7,1.4,2.45,6.33333333333,4.5,599.333333333,45.6666666667,7.33333333333,16.3,20.3333333333,6.66666666667
15GB0048,15GB0048,-63.1583492707,45.5596622143,outcrop,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,K-spar +/- Qtz phyric rhyolite,"119, C-Bdb, K-spar +/- Qtz phyric rhyolite",NA,TMH,weathered,1.1,300,64914.6666667,275.333333333,1734.66666667,59.3333333333,19,188.666666667,19556.6666667,6.33333333333,4,70.3333333333,16.3666666667,0.9,354.333333333,40.2333333333,40.3333333333,504.333333333,66.2666666667,1.4,2.45,6.66666666667,4.5,604.333333333,29.5,4,30.9666666667,23.3333333333,4.5
15GB0050,15GB0050,-63.1597771706,45.5583650049,outcrop,sedimentary,conglomerate,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,grey conglomerate,"109, C-Bdb, grey conglomerate",NA,TMH,fresh,0.07,300,10713.3333333,144.666666667,1684,29,17.3333333333,225.333333333,11412,7,6.33333333333,56.3333333333,5.53333333333,0.9,44.2,33.3666666667,18.7333333333,101.4,14.2,1.4,2.45,4.5,4.5,154.333333333,29.5,4,1.8,4.33333333333,4.5
15GB0056,15GB0056,-63.1706051767,45.5641328001,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,altered,0.54,300,3952.66666667,90335.6666667,19218.6666667,177.666666667,111,1818,156775.333333,29.6666666667,10.3333333333,116,25.3333333333,1.56666666667,3.56666666667,233.333333333,53.3333333333,199.666666667,18.8333333333,1.4,2.45,4.5,4.5,125.333333333,29.5,4,1.8,2.5,4.5
15GB0059,15GB0059,-63.1705859916,45.565635573,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,veined,20.2,300,13070,15521,5812.33333333,83.6666666667,43,917,57192.6666667,19.8333333333,19.3333333333,147,15.3333333333,0.9,62.7666666667,102.1,28.5666666667,142.233333333,19.5333333333,1.93333333333,2.45,4.5,4.5,439,29.5,4,1.8,6.33333333333,4.5
15GB0060,15GB0060,-63.1712465565,45.5654416808,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,altered,27,300,3679.33333333,26535.6666667,10678.6666667,99,49.6666666667,2581,124769.333333,4.5,10.3333333333,90.6666666667,18,1.6,18.3666666667,121.666666667,30.2333333333,216,22.3333333333,1.4,2.45,4.5,4.5,178.666666667,29.5,4,1.8,13.6666666667,4.5
15GB0065,15GB0065,-63.4680260799,45.6111601008,outcrop,volcanic,tuff,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic welded tuff,"144, C-Bdb, felsic welded tuff",NA,TMH,sulfidized,0.22,10551.3333333,40172.6666667,554,1356.66666667,74,88.3333333333,936.333333333,23491.3333333,36,29.6666666667,285.333333333,83,0.9,421.333333333,14.4333333333,469.666666667,2674.33333333,200.333333333,1.4,2.45,26,7,49.3333333333,369,18.3333333333,24.6666666667,52,9.33333333333
15GB0066,15GB0066A,-63.4666414346,45.6109919061,outcrop,hydrothermal,vein,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,vein,"164, C-Bdb, vein",NA,TMH,veined,34,745.833333333,6969.83333333,417854,8476,97.3333333333,34.3,1063.33333333,77281.5,48,39.1666666667,127.541666667,10.4583333333,1.53333333333,30.1,72.1333333333,29.4666666667,98.6166666667,8.88333333333,1.4,2.45,6.58333333333,4.5,53.5,29.5,4,11.4,2.5,4.5
15GB0066,15GB0066B,-63.4666414346,45.6109919061,outcrop,hydrothermal,vein,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,vein,"164, C-Bdb, vein",NA,TMH,veined,34,300,5423.33333333,227333.666667,9602.33333333,121.666666667,63.3333333333,1222,69694.6666667,40.3333333333,4,192.666666667,18.4666666667,0.9,16.6333333333,40.4666666667,34.4333333333,107.666666667,11.6666666667,1.4,2.45,4.5,4.5,16,29.5,19,1.8,4.66666666667,4.5
15GB0066,15GB0066C,-63.4666414346,45.6109919061,outcrop,hydrothermal,vein,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,vein,"164, C-Bdb, vein",NA,TMH,veined,34,300,6207.66666667,224761.666667,837.666666667,87.3333333333,71,670.666666667,26696,28.3333333333,23.6666666667,98,21,0.9,20.0333333333,256.333333333,271,1713.33333333,102,1.4,2.45,35.6666666667,4.5,24.6666666667,226,26.3333333333,66.6666666667,24.6666666667,4.5
15GB0066,15GB0066D,-63.4666414346,45.6109919061,outcrop,hydrothermal,vein,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,vein,"164, C-Bdb, vein",NA,TMH,veined,34,619.6,12039,141836.2,9203.4,118.4,47.64,1222.6,85033.6,35.1,21,440,14.12,0.9,52.96,64.16,29.6,99.04,9.71,1.4,2.45,6.2,4.5,65.4,29.5,15.6,2.32,3.4,4.5
15GB0066,15GB0066E,-63.4666414346,45.6109919061,outcrop,intrusive,diorite,Byers or Diamond Brook Formation Intrusives,Carboniferous,mapped outcrop location,diorite,"165, C-Bdb-I, diorite",NA,TMH,sulfidized,34,300,10601,70953.6666667,14040,165,72.6666666667,1934.33333333,120591.333333,46.3333333333,30.6666666667,217.333333333,19.4666666667,0.9,79.3,292.333333333,39,133,14.3666666667,2.33333333333,2.45,10.8333333333,4.5,337.666666667,29.5,4,1.8,2.5,4.5
15GB0066,15GB0066F,-63.4666414346,45.6109919061,outcrop,volcanic,tuff,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic welded tuff,"144, C-Bdb, felsic welded tuff",NA,TMH,silicified/sulfidized,0.3,300,41157,908.666666667,615.666666667,71.6666666667,95.6666666667,601,28505.3333333,36.6666666667,27.3333333333,88.3333333333,20.7,0.9,289,16.6666666667,431.666666667,2486,152.666666667,1.4,2.45,18,4.5,27.3333333333,339,16.3333333333,26,53.6666666667,4.5
15GB0067,15GB0067,-63.4665171343,45.6115520695,outcrop,volcanic,tuff,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic welded tuff,"144, C-Bdb, felsic welded tuff",NA,TMH,altered,0.26,300,39619.6666667,4760.33333333,1322,61,60.3333333333,709,17451,25,21,88.6666666667,15.3666666667,0.9,240.666666667,62.4,227.333333333,1319.66666667,116.666666667,1.4,2.45,7.33333333333,4.5,269.333333333,208.666666667,4,1.8,35.6666666667,4.5
15GB0074,15GB0074,-63.2421012272,45.553087595,float,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,float location,K-spar +/- Qtz phyric (abundant) flow banded rhyolite,"110, C-Bdb, K-spar +/- Qtz phyric (abundant) flow banded rhyolite",NA,TMH,silicified/sulfidized,NA,6926,48281.3333333,1746,1380.66666667,81.3333333333,40.3333333333,141,7137.66666667,10.1666666667,20.3333333333,78.8666666667,29.9666666667,0.9,244.666666667,31.2333333333,107,504.333333333,60.0666666667,1.4,2.45,8.5,4.5,758,134.666666667,4,43,24.6666666667,7.66666666667
15GB0075,15GB0075,-63.2435303214,45.5559042922,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,veined,19.2,300,12388,90012,11615.3333333,140,136.666666667,1361,87697.3333333,35,97.6666666667,156.333333333,15.9666666667,0.9,32.8666666667,293.333333333,37.4,113.666666667,11.8333333333,1.4,2.45,4.5,4.5,288.666666667,29.5,7.33333333333,15.6,7.83333333333,4.5
15GB0076,15GB0076,-63.2491428734,45.5614415915,float,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,float location,K-spar +/- Qtz phyric (abundant) flow banded rhyolite,"110, C-Bdb, K-spar +/- Qtz phyric (abundant) flow banded rhyolite",NA,TMH,sulfidized,NA,11086,74341.6666667,309.666666667,1678.33333333,73,45.3333333333,108.666666667,9121.66666667,16.6666666667,14.6666666667,38.0666666667,64.0333333333,0.9,389.666666667,27.0333333333,99,492.666666667,59.9333333333,1.4,2.45,6.66666666667,8.33333333333,561.333333333,140,4,56.8,21,6.66666666667
15GB0079,15GB0079,-63.2537959998,45.5842050999,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,altered,34.4,300,18033.6666667,81291,15904,180.666666667,104.666666667,1375.66666667,80402.6666667,40.3333333333,60.6666666667,180.333333333,16.4,0.9,23.8,285.666666667,48,199.333333333,23.4,1.4,2.45,6.66666666667,4.5,351.666666667,29.5,7.66666666667,1.8,10.8333333333,4.5
15GB0082,15GB0082,-63.375426777,45.5747799708,outcrop,volcanic,tuff,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic crystal-rich tuff,"151, C-Bdb, felsic crystal-rich tuff",NA,TMH,fresh,NA,300,39169.6666667,5141,992,56.3333333333,54.3333333333,237.666666667,19183.3333333,16.6666666667,22.3333333333,64.3333333333,12.0333333333,0.9,157.9,66.9333333333,158.666666667,860,89.3333333333,1.4,2.45,6.66666666667,4.5,176,201,8.33333333333,9.73333333333,28,4.5
15GB0084,15GB0084,-63.3796194545,45.5767528352,outcrop,volcanic,tuff,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic crystal-rich tuff,"151, C-Bdb, felsic crystal-rich tuff",NA,TMH,altered,NA,300,40792.6666667,1353.33333333,794,55,51,123.333333333,5385,15.3333333333,14.6666666667,22.8,9.96666666667,0.9,166.666666667,38.1333333333,179,936,91.1,1.4,2.45,4.5,4.5,226.666666667,212.333333333,4,16.5666666667,33.3333333333,4.5
15GB0085,15GB0085,-63.3753339307,45.5817687038,outcrop,intrusive,porphyry,Byers or Diamond Brook Formation Intrusives,Carboniferous,mapped outcrop location,felsic porphyry,"168, C-Bdb-I, felsic porphyry",NA,TMH,silicified/sulfidized,NA,7835.66666667,46278,1141,1861.66666667,65.6666666667,13.6666666667,42.3333333333,7977,4.5,31.3333333333,40.3333333333,1.75,0.9,273.333333333,31.5666666667,43.6666666667,398.666666667,53.6,1.4,2.45,4.5,4.5,872,29.5,6,179,22,4.5
15GB0086,15GB0086,-63.3751621134,45.5822997193,outcrop,intrusive,porphyry,Byers or Diamond Brook Formation Intrusives,Carboniferous,mapped outcrop location,felsic porphyry,"168, C-Bdb-I, felsic porphyry",NA,TMH,sulfidized,NA,6866.66666667,32561,4316.66666667,2064.33333333,60.3333333333,25.6666666667,181,10202.3333333,6.33333333333,11.6666666667,17.1,1.75,0.9,180,58.8666666667,65,381.333333333,35.7333333333,1.4,2.45,4.5,4.5,558.333333333,73.8333333333,4,972.333333333,20.6666666667,4.5
15GB0087,15GB0087,-63.3739320921,45.5882273041,outcrop,volcanic,tuff,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basaltic tuff,"162, C-Bdb, basaltic tuff",NA,TMH,silicified,NA,300,29680.6666667,62322,11937.6666667,166.333333333,87.6666666667,1262.33333333,78427.3333333,44.6666666667,27,72,69.3333333333,0.9,167.333333333,385.333333333,29,109.333333333,13.6333333333,1.4,2.45,4.5,4.5,626.666666667,29.5,8,1.8,11.1666666667,4.5
15GB0088,15GB0088,-63.3732617092,45.5894338536,outcrop,volcanic,tuff,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic crystal-rich tuff,"151, C-Bdb, felsic crystal-rich tuff",NA,TMH,sulfidized,NA,5399.66666667,9805.33333333,456.333333333,1061.33333333,43.3333333333,50,125.666666667,8682.33333333,13,47.6666666667,65.3333333333,26.9166666667,0.9,53,13.7666666667,158.333333333,1111.66666667,89.8666666667,1.4,2.45,6.66666666667,4.5,16,189,4,338.666666667,27.3333333333,4.5
15GB0090,15GB0090,-63.3724678806,45.5960229668,outcrop,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,Qtz + K-spar phyric (sparse) flow banded brecciated rhyolite,"128, C-Bdb, Qtz + K-spar phyric (sparse) flow banded brecciated rhyolite",NA,TMH,brecciated,NA,300,43825.6666667,3688.66666667,772.333333333,33.6666666667,37,325,13336,14,10,103.333333333,11.7333333333,0.9,266,26.2,131.333333333,742.333333333,58.2,1.4,2.45,4.5,4.5,95,124,7.66666666667,10.4,30,8.5
15GB0091,15GB0091,-63.3715095541,45.5997550566,outcrop,hydrothermal,vein,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,vein,"164, C-Bdb, vein",NA,TMH,veined,NA,300,16162.6666667,107630,7929.66666667,70.6666666667,28.3333333333,1083.33333333,71433.6666667,65,75,115.333333333,11.4666666667,0.9,51.6666666667,84,20.7666666667,76.8,9.1,1.4,2.45,10.8333333333,4.5,158.333333333,29.5,4,1.8,2.5,4.5
15GB0092,15GB0092,-63.3988824726,45.6204027004,outcrop,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,K-spar +/- Qtz phyric (abundant) flow banded sp rhyolite,"112, C-Bdb, K-spar +/- Qtz phyric (abundant) flow banded sp rhyolite",NA,TMH,fresh,NA,300,42630.3333333,192.166666667,816.333333333,27.6666666667,26.3333333333,240.666666667,11288.3333333,14.3333333333,15.6666666667,100,50.1333333333,0.9,333.666666667,42.9333333333,115.666666667,440,159.333333333,1.4,2.45,13.5,6.33333333333,83,49,9,8.63333333333,34.6666666667,7
15GB0093,15GB0093,-63.402248178,45.6184449798,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,300,12360.6666667,82935,21758.3333333,195.333333333,36.6666666667,1432.33333333,114858.333333,4.5,25.6666666667,69.3333333333,20.3,0.9,27.0666666667,312.333333333,65.6666666667,254.666666667,25.9333333333,1.4,2.45,10.1666666667,4.5,367.666666667,29.5,4,1.8,2.5,4.5
15GB0094,15GB0094A,-63.3710305948,45.6017253291,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,veined,NA,21763.3333333,4598.33333333,63150,17020,203,85.6666666667,1114.66666667,137029,42.3333333333,33,117.666666667,28,2.1,24.7,244,43,164,19.8333333333,1.4,2.45,7.66666666667,4.5,193.666666667,29.5,4,1.8,2.5,4.5
15GB0094,15GB0094B,-63.3710305948,45.6017253291,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,veined,NA,3510.66666667,558,516556,63,2.9,2.6,2903.66666667,18514.6666667,30,6.66666666667,8.41666666667,6.81666666667,0.9,1.2,350,12.8333333333,3.8,1.25,2.26666666667,2.45,4.5,4.5,16,29.5,4,1.8,5.66666666667,4.5
15GB0095,15GB0095,-63.3711449703,45.6015773037,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,sulfidized,NA,300,4335,63830.6666667,15542.3333333,170.666666667,81.3333333333,1154.66666667,156786.666667,21.5,23,117,12.6666666667,0.9,9.1,140.333333333,41.7666666667,159.333333333,19.7,1.4,2.45,4.5,4.5,95,29.5,4,1.8,2.5,4.5
15GB0096,15GB0096,-63.3710296843,45.6015872039,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,sulfidized,NA,5987.66666667,5121.66666667,70840,17184.6666667,187,61.6666666667,1300.33333333,104370.666667,49,32,104,18.3666666667,1.66666666667,12.7,244.333333333,45.4666666667,175,19.9333333333,1.4,2.45,7.33333333333,4.5,196,29.5,4,1.8,9.5,4.5
15GB0097,15GB0097A,-63.3710190506,45.6015181749,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,sulfidized,NA,82877.6666667,28292.6666667,6249.66666667,14410.3333333,205.333333333,68,698.666666667,100192.333333,27,4,84.6666666667,203.333333333,1.83333333333,136.566666667,107,41.4333333333,157.666666667,17.7333333333,2.56666666667,2.45,4.5,4.5,825.666666667,29.5,8.33333333333,10.2,2.5,4.5
15GB0097,15GB0097B,-63.3710190506,45.6015181749,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,sulfidized,NA,116406.333333,12115.6666667,88499,13337.3333333,191.333333333,60.3333333333,1116,150133.666667,12,28,100.333333333,95.3333333333,0.9,25.5,321.666666667,42,152.666666667,16.9333333333,2.46666666667,2.45,8,4.5,725.666666667,29.5,4,22.2666666667,2.5,4.5
