station_id,sample_id,longitude,latitude,type,rock_type,rock_name,rock_group,rock_age,rock_gcode,rock_desc,legend,date_sampled,geologist,quality,magnetics,S_ppm,K_ppm,Ca_ppm,Ti_ppm,V_ppm,Cr_ppm,Mn_ppm,Fe_ppm,Ni_ppm,Cu_ppm,Zn_ppm,As_ppm,Se_ppm,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Mo_ppm,Cd_ppm,Sn_ppm,Sb_ppm,Ba_ppm,Ce_ppm,W_ppm,Pb_ppm,Th_ppm,U_ppm
11TM0109,11TM0109A,-63.3817340578,45.6132346799,outcrop,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,Qtz + K-spar phyric (moderate) flow banded brecciated rhyolite,"127, C-Bdb, Qtz + K-spar phyric (moderate) flow banded brecciated rhyolite",NA,TMH,brecciated,NA,153.666666667,33927.6666667,592,403,38.3333333333,13,186,5963.33333333,0.666666666667,19.6666666667,129.333333333,4.66666666667,0.5,301.333333333,73.3333333333,95,169.666666667,84.6666666667,1.16666666667,1.16666666667,24.6666666667,5.33333333333,442.666666667,45,0.5,54.3333333333,147,5
11TM0109,11TM0109B,-63.3817340578,45.6132346799,outcrop,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,Qtz + K-spar phyric (moderate) flow banded rhyolite,"121, C-Bdb, Qtz + K-spar phyric (moderate) flow banded rhyolite",NA,TMH,altered,NA,8684,33446.8333333,9946.16666667,5668.83333333,162.666666667,70.5,2323.66666667,50810.1666667,1.25,28.3333333333,596.666666667,182.166666667,0.666666666667,265.833333333,81.6666666667,118.5,205.333333333,151.5,2.25,1.75,25.1666666667,7,1291.5,104.333333333,11.0833333333,1721.33333333,149,11.3333333333
11TM0110,11TM0110,-63.3839149126,45.6127400705,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1586,4765,86186,16308.6666667,164.666666667,79.3333333333,1084.33333333,111409.666667,0.5,40.6666666667,123.333333333,3.66666666667,0.666666666667,12.6666666667,240.333333333,43,150.333333333,19.6666666667,1.33333333333,0.5,7.33333333333,0.5,151,55.6666666667,10,17.6666666667,27,0.666666666667
11TM0111,11TM0111A,-63.3846262476,45.6127036397,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1489.33333333,8760,81252,16974.6666667,193.666666667,88.6666666667,1513.33333333,95374,0.5,39,234.666666667,2.16666666667,1,28,301.666666667,45.3333333333,168.666666667,20.6666666667,1.66666666667,1.66666666667,11,2.5,331.333333333,46.3333333333,8,22,34.6666666667,0.5
11TM0111,11TM0111B,-63.3846262476,45.6127036397,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,carbonate altered,NA,19236,38905,100806,8248.5,145,56,599.5,28510.5,0.5,27.5,463.5,4.5,0.5,166.5,71.5,22.5,76.5,12,0.75,1,9,4.25,1194,68,1.75,14,12,1.5
11TM0112,11TM0112,-63.3853071505,45.61172018,outcrop,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,altered rhyolite,"141, C-Bdb, altered rhyolite",NA,TMH,silicified/sulfidized,NA,10428,55396.3333333,261.333333333,617,25.3333333333,19.3333333333,23,6540.33333333,0.5,11,29,31.6666666667,0.833333333333,327.333333333,54.6666666667,54,276.333333333,61.6666666667,11.3333333333,1.33333333333,9.66666666667,8.66666666667,119.333333333,178.666666667,1.83333333333,17.3333333333,156.666666667,5.66666666667
11TM0113,11TM0113,-63.3859215549,45.6112300666,outcrop,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,altered rhyolite,"141, C-Bdb, altered rhyolite",NA,TMH,silicified/sulfidized,NA,143.75,31440.5,5,458.5,28.5,19.75,158.25,5780.25,1.125,7.75,28.25,30,0.5,219.25,62.75,44,186,42,7.25,0.625,8,4.875,112,94.5,0.625,27.75,100,3.75
11TM0114,11TM0114,-63.3860336021,45.611140205,outcrop,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,altered rhyolite,"141, C-Bdb, altered rhyolite",NA,TMH,silicified/sulfidized,NA,9541.625,53989.5,20.75,687.375,24.75,14.75,60.25,6529.625,1.875,12.875,28.625,48.875,0.5625,317.25,75.125,71.75,320.125,72.75,24.5,0.8125,7,7.125,146.375,153.75,1.125,19.75,175.25,5.625
11TM0115,11TM0115,-63.3861845588,45.610921623,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1531.33333333,8075.66666667,74980.3333333,12933.3333333,152.333333333,70.3333333333,1918.66666667,106608.666667,0.5,36.6666666667,124,6.66666666667,0.666666666667,47.3333333333,312.333333333,43,132,16,1,1,11,3.83333333333,327.666666667,52.8333333333,4.33333333333,0.5,19.6666666667,0.666666666667
11TM0116,11TM0116A,-63.386421029,45.6107627701,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,silicified/sulfidized,NA,204442,12922,271575.666667,9361.66666667,82,68.3333333333,1203.66666667,83181,0.5,33.3333333333,63.3333333333,19.6666666667,0.833333333333,92.3333333333,139.333333333,36,113.666666667,16,0.5,1,10,3.33333333333,37,53.3333333333,5.33333333333,0.666666666667,29.3333333333,0.5
11TM0116,11TM0116B,-63.386421029,45.6107627701,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1252.66666667,13555.3333333,68076.3333333,14689.6666667,191,94.3333333333,1529,116122.666667,0.5,37,107,4.33333333333,0.666666666667,53,255,41.3333333333,161.333333333,21,1.5,1,8.66666666667,4.33333333333,458.666666667,111.666666667,7.66666666667,0.5,16.3333333333,0.5
11TM0117,11TM0117,-63.3866226735,45.6103637177,outcrop,volcanic,tuff,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic crystal lithic tuff,"149, C-Bdb, felsic crystal lithic tuff",NA,TMH,sulfidized,NA,51621.25,22923.75,1031.25,2965.75,49.25,48.75,248.5,29452.5,1.375,21.5,163.75,17.75,0.5,238.25,39.25,122.5,333,86.5,1.125,0.75,14.75,3,141,88.25,6.25,41.75,109.25,5.25
11TM0118,11TM0118A,-63.3866574504,45.6101035297,outcrop,volcanic,tuff,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic crystal lithic tuff,"149, C-Bdb, felsic crystal lithic tuff",NA,TMH,fresh,NA,1202,24658.2,369.8,1778.4,23.6,21.6,184.4,12027.2,0.5,20.4,57.4,3.2,0.5,195,33.2,63,274.8,60.8,1.7,0.9,13,0.8,163.4,18.1,2.7,13.2,79.6,3.8
11TM0118,11TM0118B,-63.3866574504,45.6101035297,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1475.66666667,17165.6666667,113847.333333,12738.3333333,155,68.3333333333,1231,93909.3333333,0.5,40.3333333333,81,5.33333333333,0.666666666667,60.3333333333,296.333333333,41.6666666667,212,29.3333333333,2.33333333333,0.5,7.66666666667,1.16666666667,375,156.666666667,9.33333333333,0.5,46,0.5
11TM0119,11TM0119A,-63.3874811717,45.6092775671,outcrop,volcanic,breccia,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic syn-eruptive lithic tuff breccia,"154, C-Bdb, felsic syn-eruptive lithic tuff breccia",NA,TMH,fresh,NA,4877.33333333,29750.3333333,3444.66666667,2610,50.3333333333,43.6666666667,421.333333333,20257.3333333,0.5,34.3333333333,81,8,0.5,208.666666667,67.3333333333,127,280.333333333,69,2,1.5,11,1.5,147.666666667,146.666666667,4,50.6666666667,89.3333333333,5
11TM0119,11TM0119B,-63.3874811717,45.6092775671,outcrop,volcanic,breccia,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic syn-eruptive welded lithic tuff breccia,"155, C-Bdb, felsic syn-eruptive welded lithic tuff breccia",NA,TMH,fresh,NA,7234.66666667,27946.6666667,4111.33333333,6979.33333333,87.3333333333,84,370.666666667,18245.6666667,0.5,28.3333333333,290.333333333,1.83333333333,0.5,195.666666667,110.666666667,100.666666667,297.333333333,96,21.3333333333,4.33333333333,9.66666666667,2.33333333333,92.6666666667,233.666666667,6.33333333333,40,80,4.66666666667
11TM0119,11TM0119C,-63.3874811717,45.6092775671,outcrop,volcanic,tuff,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic lithic tuff,"147, C-Bdb, felsic lithic tuff",NA,TMH,fresh,NA,502.666666667,31472.3333333,3560.66666667,3066.66666667,53.3333333333,67.3333333333,400,29208.6666667,0.5,20,128.666666667,3,0.5,232,40,90.6666666667,252,30.6666666667,1.5,0.666666666667,10.3333333333,2.5,174.333333333,79.3333333333,6.66666666667,29,60,1.83333333333
11TM0119,11TM0119D,-63.3874811717,45.6092775671,outcrop,volcanic,breccia,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic syn-eruptive lithic tuff breccia,"154, C-Bdb, felsic syn-eruptive lithic tuff breccia",NA,TMH,fresh,NA,1945.66666667,33375.3333333,50999,3570,50,40.3333333333,494,11531.6666667,5.66666666667,14.6666666667,92.3333333333,6.33333333333,0.5,202,121.666666667,267.666666667,279.333333333,66,4,3,6,2.83333333333,199,189.333333333,2,33.6666666667,70,4
11TM0120,11TM0120,-63.2006894151,45.5815994013,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1487.66666667,25611.3333333,58860,23016.6666667,284.333333333,56.3333333333,1524.66666667,158642,0.5,35.6666666667,133.333333333,4,1.33333333333,34,273.333333333,70.6666666667,288.666666667,41,2.33333333333,1.16666666667,15.6666666667,2,1766.33333333,146.333333333,11,0.5,23.6666666667,0.5
11TM0121,11TM0121,-63.2009811549,45.581144018,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1529.25,8176,84161.75,20340,202.5,83.25,1221,124850,0.5,36.5,108.75,3.25,1.375,21.5,314.75,51,189.25,24.25,2.25,0.5,11.75,2.625,285,128.25,9.5,0.5,24.75,0.5
11TM0122,11TM0122,-63.2012787614,45.5804338005,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1341,5711.5,96875.75,15255,169.25,101.75,1402.25,117564,0.5,68,84.75,3.25,0.875,10,254.75,38.5,134.5,15.25,1.25,1.75,12,2.25,185.75,73.5,9.25,0.5,29,0.5
11TM0123,11TM0123,-63.2021364734,45.580239515,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1491,7056.33333333,81396.6666667,21891.3333333,212.333333333,68,1349,115751.666667,0.5,51.3333333333,96.3333333333,1.83333333333,2,14,268.666666667,49.6666666667,171.333333333,21.6666666667,1.33333333333,0.666666666667,11,1,217.666666667,30.6666666667,7,0.5,27.3333333333,0.5
11TM0124,11TM0124,-63.2031023428,45.5798147418,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1083,4455.33333333,87209.6666667,17912.3333333,181.333333333,84,1109.66666667,129359,0.5,34.6666666667,92,1.83333333333,1.16666666667,10.6666666667,244.333333333,45.6666666667,150.333333333,18.6666666667,1.66666666667,0.833333333333,11.6666666667,1.83333333333,160.666666667,68.6666666667,10.6666666667,0.5,20.3333333333,0.5
11TM0125,11TM0125,-63.2034113192,45.5794302962,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,930.666666667,14135.6666667,79233.6666667,13003,155.333333333,87,1220,74611.3333333,0.5,51.6666666667,124.333333333,2.5,0.666666666667,33.3333333333,241.333333333,46,156.666666667,22,1.16666666667,1,9.66666666667,3.16666666667,250.666666667,151.333333333,5.16666666667,0.5,39.3333333333,0.5
11TM0126,11TM0126,-63.2045039371,45.5792245293,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1361,4896.5,83244.75,14567,155.5,60.25,1938.75,114847.25,0.5,73.75,101,1.25,1,8.5,266.5,38.5,134.75,18.25,1.5,0.875,8,1,161.25,24.25,9,0.5,24.75,0.5
11TM0127,11TM0127,-63.205373046,45.5790839027,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1185,5518,83354.6666667,14071,149.666666667,55,1283.33333333,114294,0.5,46.3333333333,103.333333333,2.66666666667,0.666666666667,9.66666666667,257.666666667,41.3333333333,136.333333333,16.3333333333,1.16666666667,0.5,8,0.666666666667,172.333333333,79,3.83333333333,0.5,6.5,0.5
11TM0128,11TM0128,-63.2064748742,45.5782218788,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1495.66666667,8668.66666667,85374.6666667,19784,206.333333333,49,1309,128813.666667,0.5,62,97,2.66666666667,1.33333333333,19.3333333333,246.333333333,54,176.666666667,22,1,1,10.3333333333,1.5,198.333333333,101,13,0.5,24.3333333333,0.5
11TM0129,11TM0129,-63.2072603066,45.5779653975,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,905.333333333,17643.3333333,72822,8551.66666667,100,119.333333333,1115,69577.3333333,0.5,56,83,2.83333333333,0.833333333333,36,189.666666667,48.6666666667,252,31.6666666667,1,0.666666666667,8.66666666667,0.666666666667,238.666666667,112.333333333,7.33333333333,0.5,33.3333333333,0.5
11TM0130,11TM0130,-63.2083810916,45.5783029254,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1130,6547,86321,12445,136,131,1198,85378,0.5,48.6666666667,78.3333333333,2.16666666667,0.833333333333,13,254.333333333,40.6666666667,133,16.6666666667,0.666666666667,0.5,9.33333333333,1.16666666667,171.666666667,30.6666666667,7.66666666667,0.5,28.8333333333,0.5
11TM0131,11TM0131,-63.2090948581,45.5780644193,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1034,16400,53671,9929.33333333,129.333333333,88.3333333333,1142.33333333,80611.3333333,0.5,39,113,1.66666666667,0.666666666667,58,409,42.6666666667,135,19.6666666667,1.16666666667,0.666666666667,9,0.5,249.333333333,86.3333333333,11.6666666667,0.5,55,0.5
11TM0132,11TM0132,-63.2101897479,45.5770064596,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1696.33333333,9102.66666667,80166,17570,165,63.6666666667,1720.33333333,116548,0.5,35.6666666667,126.333333333,2.66666666667,0.833333333333,18.6666666667,273.333333333,52,197,24,2,0.5,10.6666666667,0.5,250.666666667,55.3333333333,2.66666666667,0.5,16.3333333333,0.5
11TM0133,11TM0133,-63.2107813078,45.5756266228,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1430.4,3466.4,129265.8,9743.2,117.2,149.2,936.2,81960.4,0.5,30.6,54.4,3.6,0.8,7.6,259.6,32.2,89.6,11.2,0.9,0.9,9.2,1.8,92,14.8,8.4,0.5,15.8,0.5
11TM0134,11TM0134,-63.380574911,45.6114516899,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,altered,NA,1381.33333333,1584.33333333,4579,22950.6666667,181.666666667,97.6666666667,57.6666666667,109231,0.5,30.6666666667,6.33333333333,5,2.33333333333,13,15,161,257.666666667,26.6666666667,1.33333333333,0.5,7.66666666667,3.16666666667,28.6666666667,12.8333333333,5.5,9.16666666667,13.8333333333,13.6666666667
11TM0135,11TM0135,-63.3804932903,45.6107829876,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,900,4627.66666667,74338.3333333,21600,206.333333333,49.3333333333,1392.66666667,111717.333333,0.5,27.6666666667,140,18.3333333333,0.666666666667,12.6666666667,340.666666667,65.3333333333,257.333333333,31.3333333333,1,1.5,9.66666666667,3.83333333333,273,144.333333333,8.33333333333,0.5,32.6666666667,0.5
11TM0136,11TM0136,-63.3800896808,45.610205201,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1534,4076.33333333,61467,17084.6666667,188.333333333,84.3333333333,973,130918.333333,0.5,39.6666666667,95.3333333333,3.5,0.666666666667,15,253,41,149.666666667,19,0.833333333333,0.5,9.33333333333,3.16666666667,155.666666667,66.6666666667,10,0.5,16,0.5
11TM0137,11TM0137,-63.3801097748,45.6100282787,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,silicified/sulfidized,NA,52352,802,159707.333333,12856,104.666666667,53.6666666667,1067,75266.6666667,0.5,28.3333333333,77.6666666667,85.3333333333,1.16666666667,3.66666666667,95.6666666667,30.3333333333,122,18.6666666667,1,1.5,8.33333333333,3,6.83333333333,60.1666666667,4,0.5,24,0.666666666667
11TM0138,11TM0138,-63.379795132,45.6081185594,outcrop,volcanic,rhyolite,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,altered rhyolite,"141, C-Bdb, altered rhyolite",NA,TMH,fresh,NA,3726,41204,221,444.666666667,17.3333333333,16.3333333333,144.666666667,4194.66666667,2.83333333333,8.66666666667,85,18.6666666667,0.666666666667,246.333333333,31.3333333333,103.333333333,332,68,2,1,11,2,54.3333333333,86.6666666667,1.83333333333,18.6666666667,132,6.66666666667
11TM0139,11TM0139,-63.3796762392,45.6075598667,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1075,13040.6666667,62213.6666667,13648.3333333,182,88.6666666667,1646.33333333,118497,0.5,30,440.666666667,4.66666666667,1.33333333333,62,459.666666667,41.3333333333,158,19.3333333333,2,1.66666666667,12.6666666667,1,539.333333333,65,16,1,39.3333333333,0.5
11TM0140,11TM0140,-63.3797521282,45.6070852399,outcrop,volcanic,breccia,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic syn-eruptive welded crystal-lithic tuff breccia,"157, C-Bdb, felsic syn-eruptive welded crystal-lithic tuff breccia",NA,TMH,fresh,NA,4379.66666667,39263.3333333,1442.33333333,1205.33333333,34.3333333333,32.6666666667,208,8930,0.666666666667,13,169,4.33333333333,0.5,224.666666667,78,119.666666667,295,107,4.66666666667,0.666666666667,15.6666666667,1,93.6666666667,106.666666667,5.16666666667,12,139.333333333,4.66666666667
11TM0141,11TM0141A,-63.3798991895,45.6066529033,outcrop,volcanic,breccia,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic syn-eruptive lithic tuff breccia,"154, C-Bdb, felsic syn-eruptive lithic tuff breccia",NA,TMH,fresh,NA,1620,35737.6666667,22881.6666667,1832,30,21.3333333333,409,14022,2.66666666667,24.6666666667,104,1.83333333333,0.5,207.666666667,86,77.3333333333,283.333333333,49.3333333333,1,1.16666666667,10.3333333333,0.833333333333,226.333333333,81,2.66666666667,43,119,5.33333333333
11TM0141,11TM0141B,-63.3798991895,45.6066529033,outcrop,volcanic,tuff,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic crystal lithic tuff,"149, C-Bdb, felsic crystal lithic tuff",NA,TMH,fresh,NA,460.333333333,21519,318.666666667,1074.33333333,34.6666666667,25.3333333333,215,17196.6666667,0.5,23.3333333333,194.666666667,3.16666666667,0.5,243.333333333,28.6666666667,192.333333333,501,183.333333333,3.66666666667,0.5,28,2.16666666667,192.333333333,76.6666666667,6,25.3333333333,198.333333333,9.66666666667
11TM0142,11TM0142,-63.3797981697,45.6063121168,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1192.66666667,6267.66666667,107978.666667,13039,140,199.666666667,1729,110125,0.5,63,367.333333333,1.66666666667,0.5,25.6666666667,223,38.6666666667,138.666666667,18.6666666667,2.33333333333,0.666666666667,11.6666666667,1.16666666667,215.666666667,48.8333333333,10.5,69.3333333333,23.6666666667,0.5
11TM0143,11TM0143,-63.3799579793,45.6056284548,outcrop,volcanic,tuff,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic crystal tuff,"145, C-Bdb, felsic crystal tuff",NA,TMH,fresh,NA,3823,48420.6666667,465,756.666666667,29,22.3333333333,155.666666667,7669.66666667,3.83333333333,12.3333333333,96.6666666667,5.33333333333,0.5,272.666666667,41,120.333333333,296.666666667,91.3333333333,2.33333333333,0.833333333333,15,0.666666666667,149,84.3333333333,4.33333333333,56.3333333333,110.333333333,5.66666666667
11TM0144,11TM0144,-63.3799840884,45.6054347202,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1088.33333333,10978,69732.3333333,14015,175,51.6666666667,1971,118342,0.5,54.6666666667,297.666666667,6.33333333333,0.833333333333,44.3333333333,340.333333333,38.3333333333,158,22.3333333333,0.666666666667,1,11.6666666667,3.33333333333,348.666666667,62,10,33.3333333333,31,0.5
11TM0145,11TM0145,-63.3799605599,45.6053229055,outcrop,volcanic,breccia,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,felsic syn-eruptive welded lithic tuff breccia,"155, C-Bdb, felsic syn-eruptive welded lithic tuff breccia",NA,TMH,fresh,NA,1646,21694.6666667,5046.66666667,2938.33333333,47.6666666667,38.3333333333,316,20577.6666667,0.5,14.6666666667,115.333333333,4.33333333333,0.5,182.666666667,41.3333333333,82,278.666666667,60,1.33333333333,0.666666666667,13.3333333333,1.5,75,97.5,4.33333333333,29.6666666667,106.666666667,6
11TM0146,11TM0146,-63.3799629892,45.6048393589,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1620,21024.6666667,55963.6666667,10298.3333333,150.666666667,113.333333333,1338.66666667,88835,0.5,40.6666666667,153.666666667,11.6666666667,0.5,94.6666666667,239.666666667,50.6666666667,179.333333333,27.6666666667,2.66666666667,0.5,13.3333333333,1,456,88.6666666667,5.83333333333,1.83333333333,54,0.5
11TM0147,11TM0147,-63.3799368175,45.604335926,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1491.75,15441,67051,14772,167,100.25,1241.25,109620.75,0.5,31.75,89.25,2.375,1,51.5,357.75,42.5,154.5,19,0.625,1.25,10.25,1.75,326.5,82,10.25,0.5,24.375,0.5
11TM0148,11TM0148,-63.37965027,45.6041322307,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1294,16070.3333333,64189.3333333,14305,168.333333333,97.3333333333,1235.66666667,112033.333333,0.5,35.3333333333,90,4,0.833333333333,54.3333333333,352.333333333,43.3333333333,155.666666667,20.6666666667,1.16666666667,0.666666666667,11,1.5,358.333333333,40.3333333333,15,0.5,37.3333333333,0.5
11TM0149,11TM0149,-63.3795236895,45.6037167369,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,4167.66666667,46816.3333333,14608.6666667,3435,46,21.3333333333,1707,47610.3333333,0.5,15,148,5,0.5,99.3333333333,41,54.6666666667,759.333333333,33.3333333333,2.66666666667,0.666666666667,8,1.83333333333,348,141.333333333,10.6666666667,0.5,33.3333333333,2
11TM0150,11TM0150,-63.3795425511,45.6033244046,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt,"163, C-Bdb, basalt",NA,TMH,fresh,NA,1142.33333333,6023,81694.6666667,12868,118,45.3333333333,1074,118214.333333,0.5,47,85.3333333333,1.33333333333,0.666666666667,23.6666666667,288,35.6666666667,125.666666667,16.3333333333,1,0.666666666667,10.3333333333,0.833333333333,214.333333333,59,8,0.5,30,0.5
11TM0151,11TM0151,-63.3796762506,45.6021995465,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt spatter,"161, C-Bdb, basalt spatter",NA,TMH,sulfidized,NA,24634.6666667,1128.66666667,84758.3333333,10071,125.333333333,56.3333333333,1214.33333333,99055,0.5,44.6666666667,187,12,1.16666666667,5,181.333333333,26,98,15.3333333333,1.66666666667,1.16666666667,14.3333333333,2.66666666667,10.8333333333,81.6666666667,10,194.666666667,25.6666666667,0.5
11TM0152,11TM0152,-63.3798543159,45.6020868249,outcrop,volcanic,basalt,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,basalt spatter,"161, C-Bdb, basalt spatter",NA,TMH,silicified,NA,1122.33333333,1177,58015,6299.33333333,73.6666666667,143.666666667,1008.66666667,57942.3333333,0.5,7.66666666667,79,7,0.5,4,232,26,67,9.66666666667,0.666666666667,1.5,7.33333333333,4,9.16666666667,71.3333333333,7.33333333333,0.5,21.6666666667,0.5
11TM0153,11TM0153,-63.3802585008,45.6018803903,outcrop,sedimentary,sandstone,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,grey sandstone,"108, C-Bdb, grey sandstone",NA,TMH,fresh,NA,269.666666667,10074.6666667,37465.6666667,1425,37,30.6666666667,300.333333333,7492,0.5,7,57,2.66666666667,0.5,37,257.666666667,43.3333333333,198.666666667,21,1,0.833333333333,1.5,2.5,259,106.333333333,1.83333333333,17.3333333333,58.6666666667,2
11TM0154,11TM0154,-63.3803559674,45.6016940489,outcrop,sedimentary,sandstone,Byers or Diamond Brook Formation,Carboniferous,mapped outcrop location,grey sandstone,"108, C-Bdb, grey sandstone",NA,TMH,fresh,NA,736,14634,13957,4191,55.3333333333,72,474.666666667,27488.3333333,0.5,14.6666666667,87.6666666667,9.66666666667,0.5,129,61.6666666667,39,575.333333333,23.3333333333,3.33333333333,1,8.33333333333,2.16666666667,149,109,6,17.3333333333,59.6666666667,5
